Field Comm	Delta	Reporting Unit	Location	Capability	Component	Squadron Type	Mission	Task Number	Task Title	Task Full Name	MET Display Title	MET Analytics Series	MET Analytics Code	MET Analytics Name	MET Analytics Sort	MET Measure Full Name	Measure	Criteria Met	REMARK
Field Comm 3	02	0018 SPACE DEFENSE SQ 0000	Vandenberg Space Force Base	5SBDA	Guard	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X173	Other functional based standards	13	X173 - Human Space Flight (HSF) provided with sufficient support to conduct operations	Human Space Flight (HSF) provided with sufficient support to conduct operations	N	llicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	03	0016 ELECTROMAG WARFARE SQ 0000	Peterson Space Force Base	ESDAA	Active	Force Generation	Core	SFTA 5.9.2.1	Provide Space Electromagnetic Warfare (SEW) Forces	SFTA 5.9.2.1 - Provide Space Electromagnetic Warfare (SEW) Forces	Provide Space Electromagnetic Warfare (SEW) Forces	X	X174	Other functional based standards	13	X174 - Identify and diagnose system issues and adversary activities that threaten mission accomplishment	Identify and diagnose system issues and adversary activities that threaten mission accomplishment	Y	is enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	03	0004 ELECTROMAG WARFARE SQ 0000	Vandenberg Space Force Base	ESFAA	Active	Force Generation	Core	SFTA 4.3	Perform Equipment Maintenance	SFTA 4.3 - Perform Equipment Maintenance	Perform Equipment Maintenance	X	X175	Other functional based standards	13	X175 - Identify anomalies and coordinate resolution actions	Identify anomalies and coordinate resolution actions	Y	or amet, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	03	0016 ELECTROMAG WARFARE SQ 0000	New Boston Space Force Station	ESDAA	Reserve	Force Generation	Core	SFTA 4.3	Perform Equipment Maintenance	SFTA 4.3 - Perform Equipment Maintenance	Perform Equipment Maintenance	X	X175	Other functional based standards	13	X175 - Identify anomalies and coordinate resolution actions	Identify anomalies and coordinate resolution actions	N	ictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	03	0016 ELECTROMAG WARFARE SQ 0000	Cheyenne Mountain Space Force Station	ESDAA	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X176	Other functional based standards	13	X176 - Identify EA attacks on system (GPS jamming or spoofing)	Identify EA attacks on system (GPS jamming or spoofing)	Y	urae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	08	0010 SPACE OPNS SQ 0000	New Boston Space Force Station	5SSNA	Active	Force Generation	Core	SFTA 3.5.3.4.3	Perform TT&C of Narrowband Military Satellite Communications	SFTA 3.5.3.4.3 - Perform TT&C of Narrowband Military Satellite Communications	Perform TT&C of Narrowband Military Satellite Communications	X	X177	Other functional based standards	13	X177 - Identify electro-magnetic interference indications and implement corresponding TTPs to successfully combat adversary jamming attempts	Identify electro-magnetic interference indications and implement corresponding TTPs to successfully combat adversary jamming attempts	N	X177 - ictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	08	0004 SPACE OPNS SQ 0000	Los Angeles Air Force Base	5SSMA	Active	Force Generation	Core	SFTA 5.1.2.1.6.1	Conduct Wideband Military Satellite Communications (MILSATCOM)	SFTA 5.1.2.1.6.1 - Conduct Wideband Military Satellite Communications (MILSATCOM)	Conduct Wideband Military Satellite Communications (MILSATCOM)	X	X178	Other functional based standards	13	X178 - Identify electro-magnetic interference indications and implement corresponding TTPs to successfully combat adversary jamming attempts?	Identify electro-magnetic interference indications and implement corresponding TTPs to successfully combat adversary jamming attempts?	Y	ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	08	0004 SPACE OPNS SQ 0000	Peterson Space Force Base	5SSMA	Active	Force Generation	Core	SFTA 5.1.2.1.6.1	Conduct Wideband Military Satellite Communications (MILSATCOM)	SFTA 5.1.2.1.6.1 - Conduct Wideband Military Satellite Communications (MILSATCOM)	Conduct Wideband Military Satellite Communications (MILSATCOM)	X	X179	Other functional based standards	13	X179 - Identify electromagnetic interference (EMI) and implement corresponding TTPs to correctly report EMI	Identify electromagnetic interference (EMI) and implement corresponding TTPs to correctly report EMI	Y	X179 - sa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	08	0053 SPACE OPNS SQ 0003	Los Angeles Air Force Base	5SSFA	Active	Force Generation	Core	SFTA 5.1.2.1.6.1	Conduct Wideband Military Satellite Communications (MILSATCOM)	SFTA 5.1.2.1.6.1 - Conduct Wideband Military Satellite Communications (MILSATCOM)	Conduct Wideband Military Satellite Communications (MILSATCOM)	X	X179	Other functional based standards	13	X179 - Identify electromagnetic interference (EMI) and implement corresponding TTPs to correctly report EMI	Identify electromagnetic interference (EMI) and implement corresponding TTPs to correctly report EMI	Y	rquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	08	0053 SPACE OPNS SQ 0000	Vandenberg Space Force Base	5SSFA	Active	Force Generation	Core	SFTA 3.5.2.2.1	Perform Protection and Defense of Space Capabilities and Assets	SFTA 3.5.2.2.1 - Perform Protection and Defense of Space Capabilities and Assets	Perform Protection and Defense of Space Capabilities and Assets	X	X180	Other functional based standards	13	X180 - Identify electromagnetic interference (EMI) and implement corresponding TTPs to correctly report EMI (Applies to 53 SOPS)	Identify electromagnetic interference (EMI) and implement corresponding TTPs to correctly report EMI (Applies to 53 SOPS)	Y	arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	02	0015 SPACE SURVEILLANCE SQ 0000	Schriever Space Force Base	5SB0A	Active	Force Generation	Core	SFTA 3.5.3.5.2	Provide Intelligence Support  Provide Space Intelligence, Surveillance, and Reconnaissance (ISR) Support in CDO environments.	SFTA 3.5.3.5.2 - Provide Intelligence Support  Provide Space Intelligence, Surveillance, and Reconnaissance (ISR) Support in CDO environments.	Provide Intelligence Support  Provide Space Intelligence, Surveillance, and Reconnaissance (ISR) Support in CDO environments.	X	X181	Other functional based standards	13	X181 - Identify indications and warning of adversary actions	Identify indications and warning of adversary actions	Y	X181 - ectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	02	0018 SPACE DEFENSE SQ 0000	New Boston Space Force Station	5SBDA	Active	Force Generation	Core	SFTA 3.5.3.5	Provide Space Intelligence, Surveillance, and Reconnaissance (ISR) Support in CDO environments	SFTA 3.5.3.5 - Provide Space Intelligence, Surveillance, and Reconnaissance (ISR) Support in CDO environments	Provide Space Intelligence, Surveillance, and Reconnaissance (ISR) Support in CDO environments	X	X181	Other functional based standards	13	X181 - Identify indications and warning of adversary actions	Identify indications and warning of adversary actions	N	gula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
